Account,Quantity(GOAT)
7EUVcvZTgHMhaYxFBD5mQaZPNHgN1ZrZZUMKp91SrsG3,33000.00
2E4WkXAUyyyPgEk8XG2ehKK7fviHGmunpo56nB7iFznz,32936.01
Hzp4XD2SSc9hrFKRttWXtUBTtrdoJuhkYnrgLqWQgrm1,32887.57
EYLfNSow3pwPUKS2zYPBgaQZ8Xs5StRdtEfpCmnxYRbd,32866.63
23JxpYkdYSruoD1akW2qYVtVKYvWkFhwPLR5RsxTTuWw,32825.68
GEfW51dYmWH6TKoKQQnHTcvamj9j8XnczzyuMj4RH6pr,32766.26
EfyrZriG3r448FtXdteGCYTCsEHvYrurgiR3cvQWQsov,32630.18
4hGedNEbsi5PsGyL4zEaMM6mfG6S7st6jqsm83ANjbus,32553.40
42f7cEQ5L4Ncjc4dhkiK3CmbDcDAHVGv1GpNzTMorNTD,32424.48
HypuVCqpkmH52Fq15Wbe1SoXkLb2xEcUzzTLLcNbaZGz,32390.02
9PV7K45Ks3QYqC9qQJ2NKKvLWJUp5aWH5BiU5HXYSF3E,32293.17
EcuZ8gWjJQxQebu7D8Dyc8KbVo4CYb5CVcoacAm3vZbe,32195.05
8bcDJLJNfKojaPHbNNK1wYVhdNBPzF1fnWKCrprT1bgc,32169.79
FqcnD8urnXYuhzRFJGquq4uyY8JxVt76y5steozbQSvE,32153.56
BCgzNcUPtnJoveBukmbRTvGyYymA4ucddQ5eTB5z4uxw,32051.76
2i8fhBM77e93JRKtaiN1kRDZ8P9QPxWi1m8TrTKCbm2W,32043.24
J56r1apknzAYzNwnR8o8GMSaUs6KePGfzVkaaivwb5Jw,32036.96
Gf3xcCvK2RH1sKUM8PEAJ8ymA9B2qkqzJRJxZExVgMxJ,31798.80
8SwWTBgtzLWQUDTGX9EjqrQnBMvAymDcxUTx83r8mArs,31782.73
6jpRMKezwXfe5Jhy7ahsDvxsYxjQeRLc2BjgAQuDXyYz,31677.28
t87Di9bLoTZkeZWi36XqbythBjTX4FjB7Xm2zy7V3J4,31660.62
3yci4sAKqWyH9HNnUMmPN5VaKL1aHG3a4z38cFM3weJi,31628.72
EB3vsz1MzK78vQM35GKCdFPba1nBU45FDLtngVxn8GLC,31413.77
umA4j8sdAHSCGR5FR25PTLq2ruwdxdLZof8JUZkYdcZ,31052.52
9UHeixMRjTtD8GtciUVpxGHKxjFDJdyx3PgqqtytQD9,31012.38
73duKzhmjurQXoFWzGyhAZ6Tk4XaAYk311NhMJEUprkS,30832.10
BcB9i4VxbiPT8iVbi6Keay26ES515xqQ3YRaHPgeVwsF,30711.14
Fo3SzNrjP5mTrU8kt1TubueoY2hirwxDM49GqTUPbyV5,30612.00
F9BUVmfYyNEahjMZ3uCMWAqYQuGiTRwmKJNgxKDSN89z,30533.50
BNmG8mSxM951JZPAxXUhmdgioiGtdJjMQKqdxVYpfLD7,30507.77
WeChuJxFAhsB7SFFH9cBnSdwauGX7aDY9AZkvHjwVxU,30496.72
41uCv6a1JPwZT4pDAN4AGvPosHVx2ndkNFEFgKLzd5wx,30422.52
8UDSGnSSxEp1gzR74z6Zsix7yUvVrhgRKiqVZYxArNs7,30402.31
8xEp7XuDeYWiTiYr16g9wYTatCSsQDAXPvDZHVuX9F48,30383.31
7Ci23i82UMa8RpfVbdMjTytiDi2VoZS8uLyHhZBV2Qy7,30222.44
Ak2SHFd7vPpztPBfXT1J5vH6Eu7NtE8Ft9n6YpBCrYPR,30190.91
2L1fRvrdvWaGUnt6bZ8Dv4oyiqgQstycqM73cAnyFxZV,30141.43
nCUJUDS5RMmnGdfQPFugmR9bjqYgVRVwCb4YEyCwaTU,30081.11
HLLBVKp3CtyTQELNU7KocDPuJmnSrw6K4ACJi2eahP8R,30021.29
3DRjZ29VFbjCk9eiZR9XQdyA6u4wK8CEWDL4PZ8vSH7e,30011.59
Gqpa4QwkBFDQcfYCSmK6TwVRApf1axoVfeFaVshwDr32,30009.50
GZFpKBAcMuxAsh9qhnM4AA7EXDL4bUwGFFuR8RqndfR4,30005.91
8QzZr3234Suy4xx88BczS74qCLgUMGnL5q1e6ugqbBkC,30000.59
53dDs7JpLQX116NupFMqP9Y81ermXW6Mv3BupHeu7Br2,30000.06
FNf2gGbHpMz5Jw7rprHzMiQc6KXKe5j3ruzpuq4en3G2,30000.00
9jKBU3CnePstVAGYVYRxN29P848oAXnvoKGvW3xVsoQz,30000.00
2wRQwSq5XLkmkCWRQcdSFyrQ5m7ZoXKTfMfs6pEy155e,30000.00
Hd2au2NqWwZx8KNrrZTcyhFqGAEcTes21aKPzZp6k8pE,30000.00
EPWX2waQWyxsGeHDkC2bdnxg5LsW4c43HyLbrikBiPQu,30000.00
BzGHzkCuB1H5ecdKHgBh3q2BVeMn64ZJya2UWrsnE9vu,30000.00
5st4GmNnmEJJ6d6hXYWqapECMcX8mqCBSRNT2ifMsVSx,30000.00
Bpp3EocMpA2YHwPN2apYD1M4bnovjMPLhxaiAbXLNWu6,30000.00
EGW6oQxV3qdhyWt2UXTGSJgUrgV1Y9yGq7rjEZuEEXTU,29979.71
EPExTMsTUbMUCSngkJ4GVGYUb69BofffvXYGnB41Fjzu,29886.86
Eq6jBUpMhWCtoaWVnNQZeetkWusXyT3sQspgnmwC3mGa,29886.00
54TfHv154NagquA6G8Zm7xwWQ5gm78DoduAnuhGBEcdc,29844.41
5kQoHWFwMGWgvU6Xbgp5RuurPWTNsuv6VwpcWvyDRk2n,29767.10
8HYB9bqhCyxUxVPtTh3Jq6d8hcQSxwepPjB4zEPKBQnH,29724.34
J2QNTb3TowPtgMUYh54XeJ94kqLjctyfBJcvynw6aSey,29665.69
5AZDHnLh5FA2qme1dQSBhXDyVQv8VVwUwi25XskEVt8J,29591.01
9fxu1iyCVjAYvC3Niwt9hrq3c88hZEPhKNX9XMsPLoBU,29445.38
6kVTwH16tBhSLycAxKP27FVPzMFMQkKmBtTCDf7Fwq3u,29422.70
9pPhgkz2XbSEz9UPhvNMjiZD3yX9wf7K61AW2mid9nLU,29321.93
AF3BEfnADCAJan5cUpkKffsPjWyJjFv3WkrTbFskrdqH,29309.75
AsYZZWSaBRxBbHnx46v3GM8G3T5ZzNoSnb1bkU6CjjtX,29293.04
4kvTM9es1BvCFeewQv7i9t6nPUae35uJ96xqNoH16DGg,29219.76
9BtSB1x2edUWjhs3F2Np12cLZBcjYPMptkEjYhk4LLwu,29119.44
CpaJsQJnQ65yuHe9PbEuZqoD68vaUGcNgEoHU3VuabJh,29107.72
2TKzm4NKecmuScZoZGfvtZbTz3WYikk1iu1Ahkku8Fno,29047.20
ALxYCUL6Q1yQv5y2hqXMmkDjoZbdbQwoWeCniueEMTip,29028.62
BC8mWnA4Dik5XHV1wnDhHSrpzt4FrmHsVNqqe816D6z2,28979.72
48S1jvs7VnKKQh8hhW3qbvkQnb1WfBoomUw7Pph5h4nK,28972.09
HefKSwJgPbRKmKctUSxf4cuSKtHPzf6Sd8nm2mbeWJ1P,28885.84
C1TGHXMNX3QywFQkNycMDdGTKp5CEnQUNACv2gYmUdiC,28862.57
77SpXSZHZLeaTjHhbnyjyAKDwMn9ryHPgBWVrtQEzKCJ,28775.44
CpKzUXGiXGay5pph82T36Gnd3W8a1eWFfWcLprbxMKje,28740.64
CCd3tdV8iPagtfwkqJmc8cAi1ctg8BKT9DzPEdsSdpo5,28713.67
49Tk2iCigM3y5khibfH3HX2z1YtULYhNKkkTmL2JyFK5,28676.45
3hMJ8mQmVmxLSMVn6cWzrCrL7CeERkrtdbWcvrG44bGC,28657.15
75shwX936aDv9eojMTZbkaNSUryoLYZRtFbEo2vm9My7,28655.37
GJ3R47XsEmVf3CfykkLd27i5Yow7y64xkLwqbWiedR7y,28596.27
FLa4GsKrT94RsiF1WKEoFPkzx4SXxnpRabP71ixkAmRj,28571.65
2Z3UtaEjiDPbffZoxTHtv9UhCcCKKtDXQdnTZZBvGRXG,28550.82
A5ojbMaw6pNjf3wA8muVJPRzFkLtxcW3tDVhNbeSe7oU,28530.06
9DftrjX5E1itpYbb5SZyA6jpXnVLCqJ5X6k67PfwT9vd,28466.31
6V2mFmfiDSBL9trfvQFdbpDpsRwy3wZhgDncU3hQAiU9,28433.64
6W6VgqwJXAV2MnJYoxfi3Cw6sL4mh9aFEPQapsfbhszC,28342.83
JCtXMMqQPUdWAWVSBuf65MXTCLbCVVYnQktE3uFMAc8q,28328.24
B9bhabGL4XRdP8A287wmxTunB8SdVL8o1L2JCV5yC7S,28272.12
4tJNViuWojpjTpmgy6RuHF5wCpUeeEVpTUu8KpKKSVVX,28247.37
5ManHJtFin75ZuBvy2ep3MwXKkZiRdA5yjTSik1aMHkp,28199.49
DbrndZFFJHTGdtepZx4SkgEeZu72DZNthV72FLdBn3FY,28188.23
2Gcnq7Et1njUtkCyHj4TJWC8KpHR2AXJsBtKLnwXMzAS,28176.59
9uUmYiQ112WVafo8CPoUpVMXBYEMU1rJEDjmC3djZ4Cj,28134.68
91c14SGErBS6HsKCJxBtVrdks7NGYtYcnAZnokhN3Cyf,28003.42
HFXpWifUtsPQUANAmTX8gR9GhxjeatWNE6nBCmNAWwFy,27644.01
2fPBmMRA43BFCNW5muMF1DgUKrY2HUhJ8SdyYZxuAh7z,27626.50
4gE2ZfcjvTPU5he2S8Wbc4JcCmHkuHk7HqR86sriQovt,27609.84
E5RfMze5Z8vKhhqVmdQGt8v4HFxe1jusxMiR4VWzBt7n,27602.05
FXXmiMxsz8ij93fZpZUXS4McosP742mLhLwgRRZJxVaH,27414.24
BZviQoVmWHfxE4ro5yozLSEnsTXL7EdBxCvzp4B3UP25,27381.00
33ECWuqmxd6CjYLwC4bcn8JiWJAZhBi4Y6SbTLSXNnWu,27363.89
aabJTVze4Dqc1qFPCq7yFaBehEet2a76CpU6vE57SKm,27326.96
FivPoyxD84uiYnzaTc3mkoCQcweoxXP4kJKqjoZ88Ymp,27281.17
CPffWpsfu4mwmdDuzkz9jwwy8SwBUuoZpAsiDVQSgL4w,27226.77
HgwrQFYwCBfuUac1VwkmVKxR5kAFLU1BQ8MfADy7UnCu,27218.32
3uGXqM4oZpztfxJqAL7k34ew6eFiBqQ9SzUCj3GuuiMG,27209.72
D8LBcR5ykFZUfW5bYHD4e8dvwMgf4FvqVwCedRzYExxi,27166.18
6JqS31ttQJpY5nru8Xo6GwPb35Rk7bQ6WfdThFZ8JPpP,27035.72
FP3xnr1AErh88baPehFLixjs2T1wYvMkRyFc3vDVGFoT,27025.00
5ExQM6yhwUFC4oWhXUppKBisjUKg7TovBAFy4HpawBxb,26947.48
HpBtDe3N1gdKPUf46y99hvpeUjRJ8siHj9EoKgxY9CgK,26937.95
4yBrL17srtQGFwr4sNmHMgwFCjDBn5hwo3GDrCZTKgvL,26911.99
9R6DpcAH8beNN16qCMeUHR84nt8Cnm2yGhheQUaLYZjx,26876.61
Aucn388LEAe5dUvbSZVSWeTYHgM8KEn1EjhXRZBJ66cF,26748.97
6aNVQdF1LzVNKC9EUvpTq373oZMsjKgFqLAWkrWPkaDa,26666.67
CyeP3GdbKX2mpv7ZoyLUhn1cFtPT21bP6UXuTZTze25w,26625.81
4GM8Arj8RH8EQkMiJkjgkRzB62ePZtFzmaKoZ6vwGkxe,26622.54
AJYN8KbPYvnKxZJEVHwa1XmVKDsSAzmrAVSKJCwGv2ob,26558.19
F6u5J96PMVi7R9jSjktw66GjV4Bso5TD8m12UXAQigYD,26531.92
88YNXQc3GeAPJtTKAioFdbDugccsbmmxhUZVbyqbCRu4,26478.82
6A2QmPRmPUQ7WXpKAfHTxu9V1TPXHmFYEK5sSgd9KAhw,26433.33
EaYm1SNsiXoHg1VevQi4xtZ5GLEhzcjAg41ZVaco4Aiy,26332.04
3BFCLCACvhRTnkffWDmtE3txKrBVUUTSUi8xEqfqHrD5,26328.98
7W4v46jNLt5hnasS5aEmNLUihuPQYddUHDBtMTKvN1oE,26299.54
